MARCA;CATEGORIA;TRANSMISION;KILOMETRAJE;COLOR;VALOR MERCADO;PRECIO VENTA
Lincoln;SUV;;109035;white;6875;8100
Nissan;Sedan;automatic;211406;black;1625;900
Volkswagen;Hatchback;manual;97323;gray;3850;4400
BMW;Sedan;automatic;122916;gray;5600;6000
Toyota;Minivan;automatic;145865;white;4625;6100
BMW;SUV;automatic;98007;black;6200;6300
Nissan;SUV;automatic;100162;black;5175;6700
Lincoln;SUV;automatic;110216;black;4525;3500
Nissan;SUV;automatic;133092;gray;4250;3000
Cadillac;SUV;automatic;65968;white;9425;11250
Volkswagen;Sedan;automatic;159424;gray;2400;1900
BMW;Sedan;automatic;111873;black;5075;4100
mercedes;;automatic;143877;black;32300;32750
Audi;Sedan;automatic;136902;silver;3050;1800
Toyota;SUV;;79512;silver;7725;9750
Porsche;SUV;automatic;75458;gold;11750;14600
Cadillac;Sedan;automatic;78723;gray;4900;5500
Volkswagen;Wagon;automatic;131216;black;2375;2800
Toyota;SUV;automatic;194098;black;4700;4500
Nissan;Convertible;manual;118399;silver;5925;7000
Pontiac;Sedan;automatic;155455;gray;2025;1900
Mercedes-Benz;Sedan;automatic;82744;black;6025;5200
Nissan;Sedan;automatic;122367;white;2525;1250
Nissan;SUV;automatic;209614;black;1875;3400
Audi;Sedan;automatic;121338;black;3350;4100
Toyota;SUV;automatic;171863;gray;6025;4200
Mazda;Minivan;;175277;white;1225;1500
Nissan;Convertible;manual;94558;white;7125;7100
Toyota;Coupe;automatic;106013;blue;5550;5300
Mazda;Sedan;manual;120159;green;3025;3700
BMW;Sedan;automatic;88296;silver;6900;6250
Nissan;Sedan;automatic;150974;blue;2825;700
Pontiac;Sedan;automatic;94415;gray;3775;2300
Cadillac;SUV;automatic;140026;blue;7500;7000
MINI;Hatchback;automatic;60022;red;5975;5500
MINI;Convertible;manual;45169;orange;4900;5500
Mazda;Hatchback;automatic;35333;silver;6200;6900
cadillac;;automatic;123319;black;3500;3600
Lexus;Sedan;automatic;191607;white;9000;14000
Acura;SUV;automatic;288402;silver;2375;3100
Audi;Convertible;automatic;81091;silver;4050;6200
Mercedes-Benz;Sedan;automatic;133500;silver;4550;2500
Chevrolet;Crew Cab;automatic;189438;gray;5175;4700
Toyota;Sedan;;92484;silver;5575;5400
Nissan;Sedan;automatic;147619;gray;2725;2650
Nissan;SUV;automatic;100741;white;5075;7500
Nissan;Sedan;automatic;148450;gold;2700;3400
Pontiac;Sedan;automatic;113969;gray;3400;3100
Acura;Sedan;automatic;151046;gray;5025;5300
Toyota;Minivan;automatic;151655;white;5525;6400
Nissan;Sedan;automatic;143464;black;3325;2700
BMW;Sedan;automatic;123798;gray;5650;5300
Nissan;SUV;automatic;127705;gray;6850;6000
Cadillac;SUV;automatic;176941;white;5325;5100
Nissan;SUV;automatic;156602;black;3875;2800
Mercedes-Benz;Sedan;automatic;132845;black;4225;3500
BMW;Coupe;automatic;89190;black;9250;10300
Nissan;Sedan;automatic;121981;silver;3150;3100
Toyota;SUV;automatic;155887;gray;6850;9500
Mercedes-Benz;SUV;automatic;132489;black;5625;3200
Volkswagen;Sedan;automatic;78050;blue;4425;4900
Chevrolet;Crew Cab;automatic;121125;white;11850;9700
Scion;Wagon;manual;139695;gray;3075;900
BMW;Sedan;automatic;202703;blue;2425;2600
Nissan;Sedan;automatic;130060;gold;2975;1950
Mercedes-Benz;Convertible;automatic;48330;silver;13400;12900
Audi;Sedan;automatic;109915;silver;3350;1100
Nissan;King Cab;automatic;195970;black;2675;2300
Mercedes-Benz;Coupe;automatic;116422;beige;6225;3000
Nissan;King Cab;automatic;134410;green;5325;5000
BMW;Sedan;automatic;168117;silver;4125;5500
Chevrolet;Extended Cab;automatic;154277;silver;4550;3400
Saturn;Sedan;automatic;92040;black;2750;1300
BMW;Sedan;automatic;183370;white;2100;1400
Mitsubishi;Sedan;automatic;112738;blue;2250;2000
Subaru;Sedan;manual;131965;blue;6575;8400
Mercedes-Benz;Sedan;automatic;158768;silver;3925;4700
Audi;Sedan;automatic;115302;gray;3175;2500
Nissan;Sedan;automatic;149690;gray;2700;2200
Porsche;SUV;automatic;69138;gray;12150;12000
Chevrolet;Crew Cab;automatic;119798;black;17100;8750
Mercedes-Benz;Coupe;automatic;114180;black;5950;4500
Mercedes-Benz;Sedan;automatic;80568;black;5700;6250
Nissan;Convertible;manual;119541;white;6925;4300
Nissan;Crew Cab;;168634;green;6200;6400
Volkswagen;Convertible;automatic;60592;yellow;4550;4100
Toyota;Hatchback;automatic;254338;red;1750;3200
Volvo;Sedan;automatic;110067;black;3500;2800
Volvo;Sedan;automatic;100125;black;3650;3500
Toyota;SUV;automatic;146086;gray;7225;6700
Audi;Convertible;automatic;164121;gray;1500;2600
Volvo;Sedan;automatic;131652;silver;3025;2900
Nissan;Convertible;manual;91590;black;7300;6400
lexus;;automatic;167124;white;11200;9100
Volkswagen;Sedan;automatic;137764;gray;2875;2500
Cadillac;Sedan;automatic;73395;gold;2450;3000
Nissan;Convertible;manual;109865;white;5675;4700
Ford;SUV;automatic;140020;green;3975;2600
Toyota;Sedan;automatic;107479;white;4325;6500
Hyundai;Sedan;automatic;130817;white;1675;300
Ford;SuperCrew;;131234;gray;6850;3200
Mercedes-Benz;Hatchback;automatic;174966;silver;1450;2600
Lexus;SUV;automatic;161626;blue;8525;8800
Honda;Sedan;manual;166941;white;2950;3500
HUMMER;SUV;automatic;110235;white;13550;16000
Hyundai;SUV;automatic;107230;silver;3300;2500
Chevrolet;Coupe;;120265;black;3300;1500
Mazda;Hatchback;automatic;165777;gray;1575;900
Infiniti;Sedan;automatic;130261;white;4500;4300
Chevrolet;SUV;;109983;white;4950;800
Infiniti;Coupe;automatic;117689;white;6100;8800
GMC;SUV;automatic;64836;green;7100;8500
Lexus;Convertible;automatic;96362;silver;12150;13400
Nissan;SUV;automatic;137094;black;6350;7600
landrover;;automatic;94300;white;3850;5700
Mercedes-Benz;Sedan;manual;125240;silver;3750;2800
Honda;Minivan;automatic;167934;gold;1925;1700
Saturn;SUV;manual;138624;red;1425;1400
;;manual;101072;black;3475;1100
GMC;SUV;automatic;71019;silver;4700;5000
Saturn;SUV;automatic;94735;silver;3425;3000
porsche;;manual;79478;black;26300;24500
Chevrolet;Sedan;automatic;184157;silver;1750;300
Chevrolet;Sedan;automatic;70326;white;3125;3000
Pontiac;Sedan;automatic;216866;green;1025;700
Nissan;Sedan;automatic;119462;black;2900;3100
Honda;Coupe;manual;165660;black;1850;1500
Mazda;Hatchback;automatic;146248;red;2475;3000
Chevrolet;Hatchback;automatic;92967;blue;1550;2200
Dodge;SUV;automatic;79243;gray;3250;4700
Chevrolet;Convertible;automatic;40771;gray;18200;14600
Ford;Hatchback;manual;100003;silver;1750;1950
Mercury;Minivan;automatic;155237;gray;1550;1900
Chevrolet;Coupe;automatic;111316;silver;2375;1300
Saab;Sedan;automatic;105592;gray;2550;3400
Nissan;SUV;automatic;136819;green;3350;2000
Nissan;Sedan;automatic;148916;silver;2600;2500
Chevrolet;Van;automatic;136966;white;3275;2300
Chevrolet;Crew Cab;automatic;1;black;11200;1000
Mercedes-Benz;Sedan;automatic;167981;gray;3550;3500
GMC;Crew Cab;automatic;145697;black;16900;14000
Ford;SUV;automatic;169665;gray;2225;3100
Mercedes-Benz;Convertible;automatic;48033;blue;17600;19500
GMC;SUV;automatic;100462;gray;4725;6400
Mercedes-Benz;Coupe;automatic;85514;black;10200;6000
Ford;SuperCrew;automatic;158597;black;5575;5300
Dodge;Quad Cab;manual;106576;white;10100;15000
Ford;Coupe;automatic;140705;orange;1300;2000
GMC;SUV;;148086;black;3800;4500
Nissan;SUV;automatic;99641;silver;5500;6700
Nissan;Minivan;automatic;110295;gray;3250;5250
Chevrolet;SUV;automatic;184566;gray;4100;3500
Infiniti;Sedan;automatic;145958;gray;4300;3500
Saturn;SUV;automatic;93728;silver;2300;2500
Nissan;SUV;automatic;154815;black;5075;4900
Saab;Convertible;automatic;135511;gray;2150;2300
Mercedes-Benz;Coupe;automatic;76668;black;6925;3700
mazda;;automatic;175655;red;1925;2300
Ford;SUV;automatic;137018;white;2350;1000
Chrysler;Wagon;automatic;151908;white;1475;400
Chrysler;Wagon;automatic;112250;red;1675;2000
Nissan;Sedan;automatic;93226;gold;3700;2600
Ford;SuperCab;;108069;black;6650;2800
Chrysler;Wagon;automatic;140791;silver;1250;1300
Chrysler;Wagon;automatic;81145;beige;2400;1500
Nissan;SUV;automatic;128649;gray;4975;5600
Jeep;SUV;manual;168115;black;2400;1700
Ford;SUV;automatic;136583;gray;10450;12250
Ford;SuperCab;automatic;98430;white;8600;5300
Mercury;SUV;automatic;174857;silver;1150;1700
Jeep;SUV;automatic;143586;blue;3100;1700
Infiniti;Coupe;automatic;77708;beige;7650;9600
Toyota;SUV;automatic;140844;black;13750;14000
Honda;Sedan;automatic;145340;gray;4525;4400
GMC;SUV;automatic;255674;gray;925;3900
Chevrolet;Hatchback;automatic;90590;black;2950;2000
lexus;;automatic;156776;gold;10250;9600
Toyota;Hatchback;manual;170813;black;1950;2000
Mercedes-Benz;Sedan;automatic;117475;white;3875;3400
Nissan;SUV;automatic;136587;white;4800;5400
Ford;SUV;;88669;gray;3625;3800
Lexus;Sedan;automatic;190870;black;8850;6500
Saab;Sedan;automatic;1;gray;4300;500
Pontiac;Sedan;automatic;150002;black;2225;1350
Chevrolet;Sedan;automatic;142814;black;2225;2100
Hyundai;SUV;automatic;179057;blue;1450;800
Lexus;SUV;automatic;186331;blue;8050;8700
Nissan;Sedan;automatic;100049;black;3600;4600
Nissan;Sedan;automatic;158551;blue;2675;3800
Lincoln;SUV;automatic;128817;silver;4225;2600
mazda;;manual;65267;silver;3900;3500
Toyota;Wagon;manual;134528;black;3350;3700
Ford;Convertible;automatic;108549;red;3225;2100
Chevrolet;SUV;automatic;239877;white;1175;2000
Infiniti;SUV;automatic;166992;gray;5525;6200
GMC;SUV;automatic;200539;burgundy;1550;1800
honda;;automatic;107856;gold;5650;5600
Honda;Sedan;automatic;235680;blue;2225;2700
Mercedes-Benz;Wagon;automatic;131731;black;5200;5600
Jeep;SUV;automatic;138018;black;3175;2800
Infiniti;Sedan;automatic;143942;white;4250;3200
Chevrolet;Van;automatic;167944;blue;2975;1700
Chevrolet;SUV;automatic;172896;black;3150;1000
Mitsubishi;SUV;automatic;139892;black;1800;2400
Honda;Coupe;automatic;164116;blue;1875;1900
chevrolet;;automatic;92108;blue;11900;9800
Chevrolet;SUV;automatic;186591;white;2550;4900
Nissan;SUV;automatic;150641;silver;3275;3200
Mazda;Sedan;automatic;147601;white;2350;1600
Chrysler;Sedan;automatic;126973;gray;1075;1200
Mercedes-Benz;Sedan;automatic;190379;silver;3000;2900
Ford;SUV;automatic;166149;beige;3000;3700
Pontiac;Sedan;automatic;141011;gold;2075;1000
Ford;SuperCrew;automatic;127672;white;6600;6300
Infiniti;SUV;automatic;162446;blue;6275;5100
Mercury;Sedan;automatic;38273;blue;6700;13800
Ford;Sedan;automatic;180770;silver;650;900
Dodge;SUV;automatic;106348;white;2425;2100
Toyota;Double Cab;automatic;77667;gray;9325;12200
Volvo;SUV;automatic;129353;gold;4125;4700
Ford;SuperCab;automatic;115583;white;6275;4600
Volvo;Sedan;automatic;78322;gray;4800;4500
Dodge;Quad Cab;automatic;85005;green;6075;6100
Acura;Sedan;automatic;163419;gray;2425;1300
Ford;SUV;automatic;199797;blue;1750;1200
Volvo;Convertible;automatic;92260;black;2475;900
Honda;SUV;automatic;168725;black;2950;3700
ford;;automatic;133876;silver;3475;800
Chevrolet;SUV;automatic;150625;white;4175;2800
Infiniti;Coupe;automatic;185598;white;3300;3600
Audi;Sedan;automatic;147523;silver;2050;2000
chevrolet;;automatic;200749;white;1175;2250
Ford;SUV;automatic;139947;blue;2900;2800
Dodge;Quad Cab;automatic;145224;silver;4675;3500
Infiniti;SUV;;155626;gold;3025;2300
GMC;SUV;automatic;175090;white;4325;3700
Lexus;Convertible;automatic;100649;silver;11550;11250
BMW;Sedan;automatic;157578;gray;2750;1650
Ford;SuperCab;;85652;blue;5150;5900
GMC;SUV;automatic;95641;green;7600;8900
Volkswagen;Sedan;automatic;119353;green;2050;600
Toyota;SUV;automatic;197843;silver;4375;3300
Cadillac;Sedan;automatic;136373;white;2650;3000
Acura;Hatchback;manual;104049;black;5425;3700
Lincoln;Sedan;automatic;95782;white;1425;2000
Infiniti;Sedan;automatic;168305;black;3350;3500
Ford;Sedan;automatic;210535;beige;175;700
Toyota;Double Cab;automatic;195397;white;4775;5500
Chevrolet;SUV;automatic;139926;black;1750;600
Dodge;Quad Cab;automatic;114730;white;5450;8900
Honda;Coupe;automatic;135052;gray;2600;2550
HUMMER;SUV;automatic;89283;black;14350;17000
Kia;SUV;automatic;156109;red;1725;1500
Buick;Sedan;automatic;185688;blue;800;700
Audi;Sedan;;127141;blue;1850;1000
Toyota;Minivan;automatic;142801;blue;4900;6300
Honda;SUV;automatic;1;blue;5150;3750
Honda;SUV;automatic;126795;blue;3725;4700
Chevrolet;Extended Cab;automatic;999999;gray;1425;700
Mercedes-Benz;Sedan;automatic;237982;black;2350;2700
Ford;SuperCrew;automatic;62583;white;7225;8000
Volvo;Wagon;automatic;110613;silver;3375;2100
Chevrolet;SUV;automatic;144826;gray;4675;3700
Mitsubishi;SUV;automatic;194590;white;1375;1500
Kia;Sedan;automatic;84657;red;1175;1500
Ford;Convertible;automatic;164902;white;1700;1150
Mercedes-Benz;Sedan;automatic;107311;blue;5325;3300
Honda;Coupe;automatic;108352;black;3750;4500
Honda;Sedan;automatic;132083;white;3700;5200
BMW;Convertible;automatic;89863;white;6575;6000
BMW;Sedan;automatic;156453;silver;4000;2800
Hyundai;SUV;automatic;169162;silver;1650;1150
Honda;Sedan;automatic;237509;white;2225;2100
Mercedes-Benz;Sedan;automatic;138865;white;4375;3200
Volvo;SUV;automatic;134229;black;3500;3500
Volkswagen;Convertible;automatic;96675;silver;3050;2100
Mazda;Minivan;;83131;gold;2150;4800
BMW;SUV;automatic;115737;red;4925;6800
Acura;Sedan;automatic;117949;silver;3450;3700
BMW;Sedan;automatic;123226;black;3850;3600
Mazda;Minivan;automatic;137007;gray;2050;1900
Ford;Crew Cab;automatic;149919;blue;14100;15500
Acura;Sedan;automatic;150085;black;2750;2400
Lexus;Sedan;automatic;144969;silver;7675;5700
Cadillac;Sedan;automatic;144648;silver;2475;2400
Volkswagen;SUV;automatic;128887;gray;4225;1800
Mitsubishi;SUV;automatic;141789;gray;3300;2900
Mercedes-Benz;Sedan;automatic;115054;blue;3925;2500
Toyota;SUV;automatic;65253;white;7825;9000
Lexus;Sedan;automatic;83514;silver;9125;9400
Mercedes-Benz;Sedan;automatic;101373;silver;4175;3700
Mitsubishi;Hatchback;automatic;86878;silver;2300;3400
Infiniti;Coupe;automatic;119008;silver;6200;5900
Lexus;Sedan;automatic;75330;silver;6725;6900
Cadillac;Sedan;automatic;127812;silver;2925;1800
Acura;Sedan;automatic;169168;black;2300;1500
Volvo;Sedan;automatic;128927;black;2400;1500
Jeep;SUV;automatic;167604;red;2575;2200
ford;;automatic;176993;blue;875;650
Ford;SUV;;156640;blue;2525;2850
Audi;Sedan;automatic;120830;gray;2300;800
Dodge;Quad Cab;automatic;149930;silver;3025;3400
Ford;Sedan;automatic;163481;black;1025;350
HUMMER;SUV;automatic;80968;orange;14450;17000
BMW;Sedan;;;;4900;3700
Mercedes-Benz;Convertible;automatic;76506;silver;4950;5500
Ford;SUV;automatic;147608;gray;2475;1850
Ford;Convertible;automatic;135934;white;5800;4700
Ford;Van;;154617;blue;3200;1400
BMW;SUV;automatic;157635;green;4100;3300
Buick;Sedan;automatic;128235;beige;2000;700
BMW;Sedan;automatic;128194;black;4525;2100
Ford;SuperCrew;automatic;116813;black;8250;9800
Ford;SUV;automatic;128427;silver;3150;2600
Ford;SUV;automatic;160342;green;2525;2450
Chevrolet;Coupe;manual;82420;white;1300;400
Chevrolet;Minivan;automatic;153296;silver;1200;750
Lincoln;SUV;automatic;118847;silver;3825;3150
Cadillac;Sedan;automatic;139307;white;2600;3200
Chevrolet;Regular Cab;automatic;156643;gold;2150;1800
Chrysler;Wagon;manual;133919;blue;1225;1400
Honda;SUV;automatic;184878;silver;3100;4200
Chevrolet;Sedan;automatic;218049;gold;675;300
Ford;SUV;;124156;green;3700;3200
mercedes;;automatic;144745;gray;5875;5400
Hyundai;SUV;automatic;162616;silver;1350;1000
GMC;SUV;automatic;265702;white;725;900
Volkswagen;Sedan;automatic;185549;white;1150;1000
Honda;Sedan;automatic;91841;blue;2650;2500
Volvo;Sedan;automatic;32506;black;3350;4200
Ford;Crew Cab;;184165;red;11250;8100
Chevrolet;Sedan;automatic;73895;silver;1950;2000
Mercedes-Benz;Convertible;automatic;94256;silver;11700;6500
Chevrolet;Coupe;manual;70180;red;16550;12500
Suzuki;SUV;automatic;105581;silver;1775;1700
Honda;SUV;automatic;131791;gold;4000;2900
Chrysler;Convertible;automatic;81454;blue;1925;1850
Toyota;SUV;automatic;123147;black;7925;9200
Mercedes-Benz;Sedan;automatic;106256;gold;3200;2000
GMC;SUV;automatic;175192;black;3825;2500
Ford;SUV;;208869;silver;1900;500
GMC;SUV;automatic;189646;blue;2275;1300
Toyota;Access Cab;automatic;72248;green;7600;6700
Chevrolet;Crew Cab;automatic;161157;white;4800;3100
Honda;Sedan;automatic;94890;black;2875;5600
Honda;Sedan;automatic;123890;silver;2800;4300
Mercedes-Benz;Sedan;automatic;137055;red;2700;2500
Toyota;Sedan;automatic;99607;white;3650;5550
GMC;Van;automatic;81086;white;2400;4000
Jeep;SUV;automatic;49947;black;11850;12000
Chevrolet;Extended Cab;automatic;119225;burgundy;4550;3000
Nissan;Sedan;automatic;45966;green;2950;1200
Jaguar;Sedan;automatic;130364;silver;1750;900
Ford;SUV;automatic;100116;silver;1850;1400
Lincoln;Sedan;automatic;115532;black;1675;500
Saturn;SUV;automatic;148781;silver;1150;1100
GMC;SUV;automatic;180587;blue;2175;2000
GMC;Crew Cab;automatic;107691;red;5275;5300
Ford;SuperCrew;automatic;113104;blue;4900;5100
Chrysler;Wagon;automatic;136430;purple;975;850
Toyota;Sedan;manual;162899;silver;3050;2600
Dodge;Club Cab;automatic;210359;green;1950;1100
Toyota;SUV;automatic;161548;silver;5275;5500
Lexus;Convertible;automatic;209301;blue;2450;4600
Audi;Sedan;automatic;127271;blue;2750;600
Volkswagen;Wagon;automatic;113706;blue;2425;2400
Lexus;Sedan;manual;166739;blue;3500;3500
Mercedes-Benz;Convertible;automatic;63605;silver;10050;14250
Chevrolet;SUV;automatic;149353;red;2775;900
Chevrolet;Extended Cab;automatic;255689;gold;925;3200
Hyundai;SUV;automatic;119924;black;1675;1400
Chrysler;Convertible;automatic;95442;gold;1075;1000
Volkswagen;Sedan;;129516;blue;2050;300
Chevrolet;SUV;automatic;152921;white;2525;1700
GMC;Extended Cab;;193527;blue;4000;1500
Kia;Minivan;automatic;122662;red;1100;400
Honda;Sedan;automatic;137622;green;2475;1300
BMW;SUV;automatic;127773;green;4375;3900
Nissan;Sedan;automatic;117903;green;2425;2900
Mercedes-Benz;Wagon;automatic;131391;blue;3000;1500
Volvo;SUV;automatic;208906;black;1175;1350
Honda;Minivan;automatic;154202;silver;1925;1950
Nissan;Sedan;automatic;82364;green;2600;2500
Honda;Sedan;automatic;208027;black;2025;1200
Lincoln;Sedan;automatic;187444;black;725;250
Nissan;Sedan;automatic;237972;gold;275;1150
Saturn;SUV;automatic;245594;red;175;500
Honda;Minivan;automatic;202759;gray;1275;1150
Ford;SUV;automatic;149484;red;2100;1000
Mercedes-Benz;Sedan;automatic;139000;black;3850;1500
Honda;Hatchback;automatic;180401;gray;1650;1300
Saab;Sedan;automatic;77648;gray;2750;1300
Chrysler;Minivan;automatic;153893;red;1400;750
Jaguar;Sedan;automatic;112796;black;2425;1000
Mercedes-Benz;Sedan;automatic;133196;black;4700;4700
Toyota;SUV;automatic;99530;black;13050;18000
Dodge;Minivan;automatic;91802;white;1575;1400
Cadillac;Sedan;automatic;120551;silver;1800;800
Jaguar;Sedan;automatic;54825;silver;3850;4500
Dodge;SUV;automatic;181679;gray;1150;500
Mazda;Wagon;automatic;101784;red;2200;2500
Ford;SUV;automatic;183111;white;1525;1100
Chevrolet;Extended Cab;automatic;149605;gold;2000;3800
dodge;;automatic;247430;white;2950;4100
Toyota;SUV;automatic;154597;white;5500;5300
Lincoln;SUV;;142394;silver;1400;2100
Chevrolet;SUV;automatic;140437;gray;3375;3300
Chevrolet;SUV;automatic;183711;black;2600;1600
Mercedes-Benz;Convertible;automatic;69167;silver;7975;7500
Nissan;Sedan;automatic;190949;gold;1550;2500
Audi;Wagon;automatic;152904;gray;5825;5000
Jeep;SUV;automatic;88475;silver;2725;5400
Toyota;SUV;automatic;84993;silver;6050;10900
Honda;Sedan;automatic;92119;white;2950;3400
Acura;Sedan;automatic;179367;silver;1975;2000
GMC;SUV;automatic;217425;black;2375;2300
Volkswagen;Sedan;automatic;105548;silver;2625;3100
Mazda;Minivan;automatic;131270;blue;1825;1400
Mercedes-Benz;Sedan;manual;139982;silver;2425;2000
Chevrolet;Extended Cab;automatic;147572;gray;3325;4400
Ford;Sedan;automatic;147919;black;1300;650
Nissan;King Cab;manual;265329;silver;2375;1500
GMC;Extended Cab;automatic;244834;blue;1375;1650
Ford;Coupe;manual;182473;black;2400;2350
Chrysler;Wagon;automatic;83845;red;1700;1700
GMC;SUV;automatic;146902;blue;2700;1900
Mercedes-Benz;Sedan;automatic;121791;gold;3275;3300
Honda;Sedan;automatic;183605;gold;2075;2300
Chevrolet;Coupe;automatic;110955;black;2625;1900
Oldsmobile;Sedan;automatic;134170;blue;1325;500
Nissan;Sedan;automatic;110894;silver;2800;2100
Cadillac;Sedan;automatic;122971;white;1400;1000
Dodge;Club Cab;automatic;165064;blue;1450;1300
Suzuki;SUV;automatic;106728;green;3225;2200
Ford;SUV;;193874;black;775;1350
Honda;Sedan;automatic;198860;silver;2075;1500
Lexus;SUV;automatic;125176;gray;5400;6600
Nissan;Sedan;automatic;174866;black;1900;1800
BMW;Sedan;automatic;62263;white;3050;8200
GMC;SUV;automatic;248025;beige;1875;3700
Ford;SUV;;104064;blue;2500;2350
Saturn;Sedan;automatic;150348;black;850;850
Audi;Sedan;automatic;142299;silver;2050;1800
Jaguar;Sedan;automatic;89923;silver;2950;2000
Nissan;Sedan;automatic;118491;gray;2325;3900
GMC;SUV;automatic;117488;red;3150;3800
Ford;SuperCab;automatic;228658;white;1775;2200
Lincoln;Sedan;automatic;75245;white;3750;3600
Honda;Sedan;automatic;218179;black;1350;800
Volkswagen;Sedan;manual;140704;gray;1600;1700
Volvo;Sedan;automatic;158723;silver;1275;1300
Toyota;Sedan;automatic;187800;blue;1400;1100
Oldsmobile;Sedan;automatic;200991;silver;850;400
Honda;Minivan;automatic;140425;silver;1650;2500
Ford;SUV;automatic;1;white;1550;400
Lexus;Sedan;automatic;215607;green;2425;1950
Volvo;Wagon;automatic;183885;black;1125;1700
Chrysler;Minivan;automatic;160381;gold;850;400
Toyota;Sedan;automatic;194275;silver;2750;2700
Lincoln;Sedan;automatic;122121;off-white;1700;1400
Ford;SuperCab;automatic;177914;silver;2375;2600
Pontiac;Sedan;automatic;118198;red;1500;700
Toyota;Sedan;automatic;118164;silver;3775;4250
Ford;Sedan;automatic;128082;white;800;300
Nissan;SUV;;113535;gold;3375;4700
Saturn;Sedan;automatic;97308;blue;1675;1000
Volkswagen;Hatchback;manual;118344;silver;2100;1800
Saturn;Sedan;automatic;145658;burgundy;900;300
Ford;Wagon;automatic;208589;burgundy;625;300
Nissan;Minivan;;152905;blue;1375;1050
Chevrolet;Coupe;automatic;1;blue;1700;2800
oldsmobile;;automatic;143775;red;1400;400
Toyota;Sedan;automatic;138904;blue;2800;3500
Land Rover;SUV;automatic;121719;green;2025;2600
Ford;SUV;;101268;red;1550;750
Mercedes-Benz;Sedan;automatic;40304;white;7400;8000
Mercedes-Benz;Sedan;automatic;134777;silver;5000;5800
Toyota;SUV;automatic;77169;gray;5250;9700
Ford;Crew Cab;;177821;white;10800;9100
Ford;Crew Cab;automatic;114543;green;7225;5500
Toyota;Hatchback;;162246;;2425;1600
Jaguar;Sedan;automatic;117691;white;2000;1000
Toyota;Sedan;automatic;210125;silver;2475;1500
Chevrolet;Sedan;automatic;129016;blue;1575;1500
Chevrolet;Sedan;automatic;159312;silver;1275;1050
Ford;Convertible;manual;166883;black;1500;1000
Ford;Regular Cab;automatic;311164;white;925;700
Volkswagen;Sedan;manual;140734;white;1450;700
Land Rover;SUV;automatic;129096;silver;1725;1300
Honda;Minivan;automatic;166223;silver;1450;1900
Toyota;Sedan;automatic;152512;black;1575;1500
Mercedes-Benz;SUV;automatic;124842;white;2575;2000
BMW;Sedan;automatic;230576;silver;775;1700
Jeep;SUV;automatic;179920;blue;1750;1250
Toyota;Sedan;automatic;168596;blue;2575;2400
Chrysler;Convertible;automatic;223707;blue;25;300
Chevrolet;Crew Cab;automatic;355898;gray;525;2600
Ford;SUV;automatic;147066;white;1850;1400
Nissan;SUV;automatic;213590;gray;1800;550
Cadillac;Sedan;automatic;79927;gold;2100;2200
Toyota;Xtracab;automatic;167442;silver;6550;7600
Chevrolet;Hatchback;automatic;113591;gray;1975;2250
Audi;Sedan;automatic;173582;blue;1625;900
Toyota;Regular Cab;manual;293706;white;700;2500
Subaru;Wagon;manual;154972;green;2475;500
BMW;Coupe;automatic;145784;black;3600;900
Ford;SUV;automatic;156105;red;2650;2950
BMW;Coupe;automatic;212422;silver;2000;1950
Toyota;Sedan;automatic;171040;red;2825;2800
Chevrolet;Sedan;automatic;73720;white;1650;400
BMW;Sedan;automatic;114749;black;1875;2450
Nissan;Sedan;;135393;gray;1450;1600
Nissan;Sedan;automatic;121679;red;1175;1200
GMC;Extended Cab;automatic;166149;red;3850;1700
Nissan;SUV;automatic;174696;gray;2050;2500
Infiniti;SUV;automatic;197866;white;2100;500
Subaru;Wagon;automatic;324030;green;650;1000
Ford;SUV;;127525;white;1775;1750
Lincoln;Sedan;automatic;114133;gold;1125;1500
Nissan;King Cab;automatic;177340;silver;2400;3000
Cadillac;Sedan;automatic;179303;beige;725;550
Chevrolet;SUV;automatic;205760;gray;2625;1800
Ford;SuperCrew;;139591;blue;4650;4600
Mercedes-Benz;SUV;automatic;184421;white;2125;1400
BMW;Coupe;manual;193837;blue;2075;1800
Chevrolet;SUV;automatic;241962;white;1550;800
Volkswagen;Sedan;automatic;134982;gray;1850;1400
BMW;Sedan;automatic;118235;black;2700;3200
Buick;Sedan;automatic;112488;black;1925;700
Toyota;SUV;automatic;161006;red;5550;5800
Jaguar;Sedan;automatic;159469;blue;1175;1400
Honda;Sedan;automatic;96555;green;2600;2600
BMW;Sedan;automatic;1;black;4675;2500
Mercedes-Benz;SUV;automatic;196874;blue;1725;1600
Chevrolet;SUV;automatic;187221;black;2550;2500
BMW;Convertible;manual;116389;blue;2850;2200
Mazda;Sedan;automatic;155695;silver;900;400
Honda;Sedan;automatic;164960;silver;1100;500
Lexus;SUV;automatic;117026;black;3600;3700
Toyota;SUV;automatic;242711;white;2425;2400
chevrolet;;automatic;38653;gray;1025;2600
Buick;Sedan;automatic;95974;silver;2325;2200
Lincoln;SUV;;165657;red;1050;900
Ford;SUV;automatic;169958;black;1000;500
Buick;Sedan;automatic;215513;blue;325;600
Lexus;SUV;automatic;137910;white;3725;5700
Lexus;SUV;automatic;168400;silver;3550;3650
Ford;Hatchback;;171539;white;1025;800
Scion;Hatchback;automatic;135329;black;4775;4500
Volkswagen;Sedan;;135789;blue;1425;800
Ford;Van;automatic;122082;white;1775;2900
